SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22024,1627780,0022400084,"OCT 25, 2024",GSW @ UTA,W,13,2,3,0.667,0,1,0.0,0,0,0.0,0,1,1,2,3,0,0,1,4,10,150.0,139.9,103.6,95.4,46.4,44.5,0.154,0.0,40.0,0.0,0.048,0.029,0.0,0.667,0.667,0.094,0.094,109.8,101.74,84.78,26,0.127
22024,1627780,0022400072,"OCT 23, 2024",GSW @ POR,W,14,3,4,0.75,0,1,0.0,2,2,1.0,0,1,1,3,2,0,0,0,8,27,163.6,164.4,84.8,85.8,78.8,78.6,0.2,0.0,37.5,0.0,0.053,0.03,0.0,0.75,0.82,0.125,0.132,108.48,109.34,91.12,33,0.194
22024,1630228,0022400366,"DEC 19, 2024",GSW @ MEM,L,28,2,12,0.167,0,2,0.0,7,10,0.7,0,4,4,2,1,0,4,0,11,-23,98.3,95.2,137.3,132.6,-39.0,-37.4,0.111,0.5,8.7,0.0,0.125,0.063,17.4,0.167,0.335,0.323,0.319,106.09,102.61,85.51,59,0.008
22024,1630228,0022401228,"DEC 15, 2024",GSW vs. DAL,L,30,9,15,0.6,2,3,0.667,0,0,0.0,2,1,3,6,0,0,0,4,20,-10,139.3,135.4,150.8,147.1,-11.4,-11.6,0.25,0.0,28.6,0.067,0.056,0.063,0.0,0.667,0.667,0.211,0.212,102.92,100.2,83.5,61,0.094
22024,1630228,0022401204,"DEC 11, 2024",GSW @ HOU,L,36,8,20,0.4,2,6,0.333,2,6,0.333,5,2,7,1,0,1,1,2,20,2,102.9,97.3,100.0,92.5,2.9,4.8,0.05,1.0,4.2,0.135,0.057,0.097,4.2,0.45,0.442,0.28,0.288,96.54,90.25,75.21,68,0.059
22024,1630228,0022400355,"DEC 08, 2024",GSW vs. MIN,W,36,7,16,0.438,1,4,0.25,5,8,0.625,1,6,7,2,2,3,3,2,20,8,127.4,128.1,113.3,112.9,14.1,15.2,0.071,0.67,8.0,0.028,0.171,0.099,12.0,0.469,0.512,0.277,0.282,98.13,98.21,81.84,73,0.088
22024,1630228,0022400338,"DEC 06, 2024",GSW vs. MIN,L,29,6,15,0.4,1,4,0.25,0,0,0.0,1,1,2,1,1,1,3,3,13,-7,101.7,105.1,113.6,106.6,-11.9,-1.5,0.063,0.33,5.3,0.037,0.037,0.037,15.8,0.433,0.433,0.286,0.295,100.49,98.88,82.4,59,0.015
22024,1630228,0022400332,"DEC 05, 2024",GSW vs. HOU,W,33,13,22,0.591,3,6,0.5,4,6,0.667,1,6,7,2,0,1,3,3,33,7,98.5,101.0,89.4,88.3,9.1,12.7,0.182,0.67,6.7,0.03,0.14,0.092,10.0,0.659,0.67,0.368,0.387,96.39,96.97,80.81,67,0.231
22024,1630228,0022400058,"DEC 03, 2024",GSW @ DEN,L,29,9,18,0.5,1,2,0.5,0,2,0.0,0,5,5,2,1,1,0,4,19,-7,98.4,98.2,106.1,110.7,-7.6,-12.5,0.125,0.0,9.5,0.0,0.2,0.083,0.0,0.528,0.503,0.257,0.263,105.98,108.15,90.12,64,0.097
22024,1630228,0022400303,"NOV 30, 2024",GSW @ PHX,L,19,4,12,0.333,0,3,0.0,4,6,0.667,0,2,2,1,1,0,0,4,12,-12,100.0,93.6,130.6,136.6,-30.6,-43.0,0.111,0.0,6.3,0.0,0.125,0.05,0.0,0.333,0.41,0.333,0.338,91.13,90.12,75.1,35,0.027
22024,1630228,0022400299,"NOV 27, 2024",GSW vs. OKC,L,28,8,21,0.381,3,10,0.3,0,1,0.0,1,3,4,2,2,0,2,3,19,2,108.3,103.8,106.8,102.5,1.6,1.4,0.143,1.0,8.0,0.024,0.103,0.057,8.0,0.452,0.443,0.311,0.312,105.96,101.62,84.68,60,0.071
22024,1630228,0022400032,"NOV 22, 2024",GSW @ NOP,W,20,3,10,0.3,0,2,0.0,1,2,0.5,0,4,4,2,0,1,1,1,7,-1,92.7,91.3,88.6,95.5,4.0,-4.2,0.154,2.0,14.3,0.0,0.143,0.077,7.1,0.3,0.322,0.245,0.247,97.43,100.41,83.68,41,0.057
22024,1630228,0022400258,"NOV 20, 2024",GSW vs. ATL,W,15,3,9,0.333,1,3,0.333,3,4,0.75,2,4,6,2,2,1,1,1,10,1,80.6,82.7,82.4,81.9,-1.8,0.8,0.286,2.0,14.3,0.071,0.2,0.125,7.1,0.389,0.465,0.273,0.299,107.97,109.09,90.91,36,0.212
22024,1630228,0022400251,"NOV 18, 2024",GSW @ LAC,L,19,5,10,0.5,1,3,0.333,1,4,0.25,0,2,2,3,3,0,1,0,12,2,93.0,95.3,86.4,83.7,6.7,11.6,0.273,3.0,18.8,0.0,0.091,0.047,6.3,0.55,0.51,0.277,0.283,109.93,109.48,91.23,43,0.161
22024,1630228,0022400019,"NOV 15, 2024",GSW vs. MEM,W,18,3,13,0.231,0,4,0.0,2,4,0.5,2,2,4,2,0,0,1,5,8,2,102.3,101.4,93.3,94.4,9.0,7.0,0.154,2.0,11.1,0.083,0.083,0.083,5.6,0.231,0.271,0.333,0.338,117.34,117.5,97.91,43,-0.075
22024,1630228,0022400007,"NOV 12, 2024",GSW vs. DAL,W,28,6,11,0.545,2,5,0.4,2,4,0.5,2,3,5,1,1,0,0,2,16,-1,116.9,120.0,118.6,121.3,-1.7,-1.2,0.053,0.0,7.1,0.074,0.13,0.1,0.0,0.636,0.627,0.186,0.19,100.36,102.79,85.66,59,0.107
22024,1630228,0022400207,"NOV 10, 2024",GSW @ OKC,W,26,8,11,0.727,2,4,0.5,2,3,0.667,1,4,5,1,0,1,2,2,20,7,118.2,119.5,103.6,100.5,14.6,19.0,0.071,0.5,6.7,0.04,0.133,0.091,13.3,0.818,0.812,0.23,0.24,102.04,101.02,84.19,55,0.172
22024,1630228,0022400188,"NOV 08, 2024",GSW @ CLE,L,29,7,14,0.5,3,7,0.429,4,6,0.667,1,4,5,5,2,1,3,2,21,-4,104.5,104.5,112.1,110.8,-7.6,-6.2,0.238,1.67,20.0,0.036,0.143,0.089,12.0,0.607,0.631,0.27,0.274,110.38,109.75,91.46,67,0.146
22024,1630228,0022400172,"NOV 06, 2024",GSW @ BOS,W,18,4,10,0.4,2,3,0.667,0,0,0.0,0,4,4,1,0,0,1,3,10,-2,120.6,119.5,126.5,127.5,-5.9,-8.1,0.091,1.0,8.3,0.0,0.174,0.089,8.3,0.5,0.5,0.275,0.28,90.97,90.92,75.77,34,0.071
22024,1630228,0022400155,"NOV 04, 2024",GSW @ WAS,W,25,7,15,0.467,0,2,0.0,1,4,0.25,3,3,6,2,1,0,0,0,15,3,121.1,125.4,113.8,118.2,7.3,7.2,0.105,0.0,10.5,0.097,0.143,0.115,0.0,0.467,0.447,0.254,0.261,105.25,109.16,90.97,57,0.088
22024,1630228,0022400144,"NOV 02, 2024",GSW @ HOU,W,26,7,12,0.583,2,3,0.667,7,10,0.7,1,5,6,1,0,0,4,0,23,18,129.8,133.8,101.8,98.3,28.0,35.5,0.059,0.25,4.5,0.045,0.128,0.098,18.2,0.667,0.701,0.333,0.348,101.96,101.71,84.76,57,0.17
22024,1630228,0022400126,"OCT 30, 2024",GSW vs. NOP,W,27,6,12,0.5,0,1,0.0,4,5,0.8,2,2,4,2,1,0,1,4,16,8,120.0,117.0,98.1,98.0,21.9,19.0,0.125,2.0,11.8,0.08,0.056,0.066,5.9,0.5,0.563,0.254,0.253,91.88,90.72,75.6,50,0.118
22024,1630228,0022400116,"OCT 29, 2024",GSW vs. NOP,W,28,6,13,0.462,1,3,0.333,4,4,1.0,0,3,3,3,2,1,2,0,17,4,108.9,106.1,101.8,95.6,7.1,10.4,0.176,1.5,15.0,0.0,0.136,0.055,10.0,0.5,0.576,0.254,0.263,99.68,95.32,79.43,56,0.159
22024,1630228,0022400101,"OCT 27, 2024",GSW vs. LAC,L,22,4,10,0.4,1,6,0.167,3,6,0.5,3,2,5,1,3,0,1,2,12,0,117.6,117.0,122.4,123.2,-4.8,-6.1,0.056,1.0,6.7,0.143,0.111,0.128,6.7,0.45,0.475,0.25,0.253,108.84,108.84,90.7,51,0.069
22024,1630228,0022400084,"OCT 25, 2024",GSW @ UTA,W,18,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,0,2,8,124.3,121.1,100.0,91.5,24.3,29.5,0.056,0.0,16.7,0.0,0.034,0.02,0.0,0.2,0.2,0.111,0.111,108.03,101.89,84.91,37,0.007
22024,1630228,0022400072,"OCT 23, 2024",GSW @ POR,W,20,3,9,0.333,0,2,0.0,4,6,0.667,1,3,4,1,0,1,4,3,10,0,91.5,89.9,91.5,93.6,0.0,-3.7,0.091,0.25,5.9,0.042,0.125,0.083,23.5,0.333,0.43,0.302,0.303,115.35,115.59,96.33,47,0.0
